Product Type,Date of scrap,Product ID,Discount Type,Product Price before discount,Product Price,Product Size,Product Link
Garnitur,2024-01-14,27795,Rabat -30%. Kod: EXTRA30,,409.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27795-Garnitur-w-delikatne-paski.html
Other,2024-01-14,26964,Rabat -30%. Kod: EXTRA30,,259.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26964-Dluga-pikowna-kurtka-z-kapturem-biala.html
Other,2024-01-14,26959,Rabat -30%. Kod: EXTRA30,,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26959-Gladka-koszula-z-dlugimi-rekawami-i-kolnierzykiem-biala.html
Sweter,2024-01-14,26712,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26712-Sweter-w-szerokie-pasy-z-krotkimi-rekawami-i-dekoltem-w-serek-bezowy.html
Sweter,2024-01-14,26664,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26664-Sweter-w-szerokie-pasy-z-dekoltem-w-serek-i-kolnierzykiem-czarno-bialy.html
Sweter,2024-01-14,26665,Rabat -30%. Kod: EXTRA30,,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26665-Sweter-w-paski-z-polgolfem-i-krotkimi-rekawami-czarny.html
Other,2024-01-14,26644,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26644-Azurowy-sweter-z-szerokimi-rekawami-i-okraglym-dekoltem-bezowy.html
Garnitur,2024-01-14,25046,Rabat -30%. Kod: EXTRA30,,159.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25046-Garniturowe-spodnie-z-podwinietymi-nogawkami-w-kant-szare.html
Bluza,2024-01-14,25037,Rabat -30%. Kod: EXTRA30,,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25037-Bluza-z-rekawami-3-4-czarna.html
Bluza,2024-01-14,25038,Rabat -30%. Kod: EXTRA30,,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25038-Bluza-z-rekawami-3-4-biala.html
Garnitur,2024-01-14,24892,Rabat -30%. Kod: EXTRA30,,159.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24892-Garniturowe-spodnie-z-prostymi-nogawkami-i-kieszeniami-szare.html
Bluzka,2024-01-14,24894,Rabat -30%. Kod: EXTRA30,,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24894-Bluzka-w-paski-biala.html
Marynarka,2024-01-14,24888,Rabat -30%. Kod: EXTRA30,,249.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24888-Marynarka-jednorzedowa-w-delikatne-paski-szara.html
Other,2024-01-14,24670,Rabat -30%. Kod: EXTRA30,,49.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24670-Gladki-t-shirt-z-podwijanymi-rekawami-czarny.html
Other,2024-01-14,24671,Rabat -30%. Kod: EXTRA30,,49.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24671-Gladki-t-shirt-z-podwijanymi-rekawami-bialy.html
Other,2024-01-14,27581,Rabat -30%. Kod: EXTRA30,,339.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27581-Granatowy-garnitur.html
Other,2024-01-14,27059,Rabat -30%. Kod: EXTRA30,,34.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27059-Kaskadowy-naszyjnik-z-zawieszkami-w-kolorze-zlotym.html
Other,2024-01-14,27058,Rabat -30%. Kod: EXTRA30,,29.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27058-Eleganckie-bransoletki-zestaw-3-sztuk-w-kolorze-zlotym.html
Other,2024-01-14,27057,Rabat -30%. Kod: EXTRA30,,29.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27057-Bransoletki-z-regulowana-dlugoscia-w-kolorze-zlotym.html
Other,2024-01-14,27056,Rabat -30%. Kod: EXTRA30,,24.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27056-Wiszace-kolczyki-w-kolorze-zlotym.html
Other,2024-01-14,27055,Rabat -30%. Kod: EXTRA30,,24.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27055-Eleganckie-kolczyki-w-kolorze-zlota.html
Other,2024-01-14,27054,Rabat -30%. Kod: EXTRA30,,24.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27054-Eleganckie-kolczyki-kola-w-kolorze-zlotym.html
Other,2024-01-14,27053,Rabat -30%. Kod: EXTRA30,,29.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27053-Zestaw-ozdobnych-kolczykow-w-kolorze-zlota.html
Sukienka,2024-01-14,25160,Rabat -30%. Kod: EXTRA30,,199.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25160-Sukienka-z-rozkloszowanym-dolem-i-kwiatowym-nadrukiem-czarna.html
Spodnie,2024-01-14,25045,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25045-Spodnie-w-kant-z-szerokimi-nogawkami-niebieskie.html
Other,2024-01-14,25040,Rabat -30%. Kod: EXTRA30,,199.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25040-Gladka-marynarka-z-rekawami-3-4-niebieska.html
Other,2024-01-14,25053,Rabat -30%. Kod: EXTRA30,,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25053-Prazkowana-bluzka-z-falbana-niebieska.html
Other,2024-01-14,25054,Rabat -30%. Kod: EXTRA30,,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25054-Prazkowana-bluzka-z-falbana-biala.html
Sukienka,2024-01-14,25050,Rabat -30%. Kod: EXTRA30,,169.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25050-Sukienka-z-rozkloszowanym-dolem-i-kwiatowym-wzorem-niebieska.html
Koszula,2024-01-14,24886,Rabat -30%. Kod: EXTRA30,,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24886-Koszula-z-kwiatowym-wzorem-i-falbana-niebieska.html
Other,2024-01-14,24669,Rabat -30%. Kod: EXTRA30,,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24669-Wzorzysta-bluzka-z-dekoltem-w-serek-czarna.html
Koszula,2024-01-14,24665,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24665-Koszula-z-kwiatowym-printem-i-bufiastymi-rekawami-czarna.html
Sukienka,2024-01-14,24666,Rabat -30%. Kod: EXTRA30,,179.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24666-Sukienka-z-kwiatowym-printem-i-paskiem-niebieska.html
Other,2024-01-14,24668,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24668-Trapezowa-sukienka-z-rekawami-3-4-niebieska.html
Other,2024-01-14,24664,Rabat -30%. Kod: EXTRA30,,109.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24664-Gladka-koszula-z-dekoltem-w-serek-i-dlugimi-rekawami-niebieska.html
Koszula,2024-01-14,25039,Rabat -30%. Kod: EXTRA30,,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25039-Koszula-z-kopertowym-dekoltem-czarna.html
Koszula,2024-01-14,24931,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24931-Koszula-z-bufiastymi-rekawami-biala.html
Koszula,2024-01-14,24887,Rabat -30%. Kod: EXTRA30,,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24887-Koszula-z-plisowanymi-rekawami-czarna.html
Sukienka,2024-01-14,24667,Rabat -30%. Kod: EXTRA30,,149.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24667-Sukienka-w-pepitke-czarna.html
Sukienka,2024-01-14,25159,Rabat -30%. Kod: EXTRA30.,169.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25159-Sukienka-midi-z-falbana-szmaragdowa.html
Sukienka,2024-01-14,25154,Rabat -30%. Kod: EXTRA30.,179.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25154-Sukienka-z-rozkloszowanym-dolem-i-paskiem.html
Other,2024-01-14,25152,Rabat -30%. Kod: EXTRA30.,139.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25152-Welurowa-sukienka-z-ozdobnymi-guzikami.html
Koszula,2024-01-14,25088,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25088-Koszula-z-falbanami-na-rekawach-czarna.html
Koszula,2024-01-14,25089,Rabat -30%. Kod: EXTRA30.,129.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25089-Koszula-z-falbanami-na-rekawach-szmaragdowa.html
Other,2024-01-14,24988,Rabat -30%. Kod: EXTRA30.,149.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24988-Welurowa-sukienka-mini.html
Sukienka,2024-01-14,25157,Rabat -30%. Kod: EXTRA30.,179.99,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25157-Sukienka-z-bufiastymi-rekawami-i-dekoltem-w-serek-czarna.html
Sukienka,2024-01-14,25153,Rabat -30%. Kod: EXTRA30.,179.99,109.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25153-Sukienka-z-falbanami.html
Sweter,2024-01-14,25017,Rabat -30%. Kod: EXTRA30.,139.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25017-Sweter-z-dekoltem-w-serek-szary.html
Sweter,2024-01-14,25018,Rabat -30%. Kod: EXTRA30.,139.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25018-Sweter-z-dekoltem-w-serek-rozowy.html
Sweter,2024-01-14,25012,Rabat -30%. Kod: EXTRA30.,149.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25012-Sweter-z-cyrkoniami.html
Sweter,2024-01-14,24885,Rabat -30%. Kod: EXTRA30.,149.99,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24885-Sweter-z-dekoltem-w-serek-z-koralikami-perlowy.html
Sweter,2024-01-14,24877,Rabat -30%. Kod: EXTRA30.,159.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24877-Sweter-z-bufiastymi-rekawiami.html
Sweter,2024-01-14,24875,Rabat -30%. Kod: EXTRA30,,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24875-Sweter-z-ozdobnymi-guzikami.html
Koszula,2024-01-14,25094,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25094-Koszula-z-ozdobnym-kolnierzykiem-czarna.html
Koszula,2024-01-14,25095,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25095-Koszula-z-ozdobnym-kolnierzykiem-perlowa.html
Other,2024-01-14,25055,Rabat -30%. Kod: EXTRA30,,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25055-Azurowa-bluzka-z-dekoltem-w-serek.html
Sukienka,2024-01-14,25049,Rabat -30%. Kod: EXTRA30,,159.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25049-Sukienka-midi-w-panterke-bezowa.html
Sweter,2024-01-14,24996,Rabat -30%. Kod: EXTRA30.,139.99,109.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24996-Sweter-z-ozdobnym-splotem-granatowy.html
Sweter,2024-01-14,24999,Rabat -30%. Kod: EXTRA30.,129.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24999-Sweter-w-paski-bezowo-czarny.html
Other,2024-01-14,24895,Rabat -30%. Kod: EXTRA30,,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24895-Elegancka-bluzka.html
Other,2024-01-14,24866,Rabat -30%. Kod: EXTRA30.,169.99,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24866-Wzorzysty-sweter.html
Sukienka,2024-01-14,24699,Rabat -30%. Kod: EXTRA30.,169.99,109.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-24699-Sukienka-z-azurowymi-rekawami.html
Other,2024-01-14,27219,Rabat -30%. Kod: EXTRA30,,199.98,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-27219-Elegancki-komplet.html
Other,2024-01-14,26373,Rabat -30%. Kod: EXTRA30.,89.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26373-Olowkowa-spodnica-z-metaliczna-nitka-czarna.html
Other,2024-01-14,26370,Rabat -30%. Kod: EXTRA30.,119.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26370-Woskowana-spodnica.html
Other,2024-01-14,26369,Rabat -30%. Kod: EXTRA30.,129.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-26369-Woskowana-spodnica-midi.html
Bluzka,2024-01-14,25214,Rabat -30%. Kod: EXTRA30.,89.99,54.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25214-Bluzka-z-koronkowymi-rekawami-czerwona.html
Other,2024-01-14,25211,Rabat -30%. Kod: EXTRA30,,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25211-Koronkowa-bluzka.html
Other,2024-01-14,25212,Rabat -30%. Kod: EXTRA30.,89.99,49.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25212-Koronkowa-bluzka-z-bufiastymi-rekawami-czarna.html
Other,2024-01-14,25213,Rabat -30%. Kod: EXTRA30.,89.99,59.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25213-Koronkowa-bluzka-z-bufiastymi-rekawami-szmaragdowa.html
Sweter,2024-01-14,25167,Rabat -30%. Kod: EXTRA30.,119.99,89.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25167-Sweter-z-metaliczna-nitka.html
Sukienka,2024-01-14,25156,Rabat -30%. Kod: EXTRA30.,169.99,129.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25156-Sukienka-ozdobiona-metaliczna-nitka.html
Sukienka,2024-01-14,25158,Rabat -30%. Kod: EXTRA30.,169.99,99.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25158-Sukienka-z-bufiastymi-rekawami-i-ozdobnymi-guzikami-szmaragdowa.html
Other,2024-01-14,25155,Rabat -30%. Kod: EXTRA30.,189.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25155-Szyfonowa-sukienka-z-kwiatowym-wzorem.html
Other,2024-01-14,25151,Rabat -30%. Kod: EXTRA30.,169.99,119.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25151-Welurowa-sukienka.html
Other,2024-01-14,25132,Rabat -30%. Kod: EXTRA30.,139.99,69.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25132-Woskowane-spodnie.html
Other,2024-01-14,25119,Rabat -30%. Kod: EXTRA30.,119.99,79.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25119-Elegancka-spodnica-midi.html
Other,2024-01-14,25113,Rabat -30%. Kod: EXTRA30.,199.99,149.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25113-Dwurzedowa-marynarka-z-ozdobnymi-guzikami.html
Koszula,2024-01-14,25093,Rabat -30%. Kod: EXTRA30,,139.99,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",https://moodo.pl/product-pol-25093-Koszula-z-ozdobnymi-piorami-na-rekawach.html
